Date,AAPL,APX,BA,CAT,CSCO,CVX,DIS,GS,HD,IBM
28-08-2015,0.0033,-0.0030,0.0104,0.0038,-0.0065,0.0359,0.0030,-0.0077,-0.0012,-0.0038
31-08-2015,-0.0047,0.0009,-0.0192,0.0065,-0.0046,0.0070,-0.0059,0.0045,-0.0090,-0.0006
01-09-2015,-0.0447,-0.0355,-0.0248,-0.0201,-0.0294,-0.0346,-0.0233,-0.0344,-0.0291,-0.0352
02-09-2015,0.0429,0.0127,0.0250,0.0160,0.0211,-0.0017,0.0239,0.0131,0.0302,0.0166
03-09-2015,-0.0175,0.0043,0.0030,-0.0217,0.0097,0.0026,0.0010,0.0030,0.0010,0.0119
04-09-2015,-0.0100,-0.0157,-0.0096,-0.0181,-0.0147,-0.0203,-0.0100,-0.0253,-0.0187,-0.0210
08-09-2015,0.0278,0.0190,0.0313,0.0164,0.0306,0.0022,0.0301,0.0305,0.0176,0.0246
09-09-2015,-0.0192,-0.0049,-0.0087,-0.0180,-0.0137,-0.0250,-0.0202,-0.0011,-0.0211,-0.0148
10-09-2015,0.0220,0.0025,0.0068,-0.0074,0.0123,0.0099,0.0068,0.0012,0.0046,0.0079
11-09-2015,0.0146,0.0025,0.0084,0.0029,-0.0091,0.0017,0.0183,-0.0034,0.0083,0.0080
14-09-2015,0.0096,-0.0048,-0.0018,0.0019,-0.0123,-0.0003,-0.0063,-0.0072,-0.0062,-0.0117
15-09-2015,0.0084,0.0181,0.0139,0.0249,0.0109,0.0185,-0.0038,0.0191,0.0126,0.0129
16-09-2015,0.0011,0.0107,0.0066,0.0142,0.0035,0.0240,0.0051,0.0063,0.0141,0.0060
17-09-2015,-0.0214,-0.0034,0.0018,-0.0209,-0.0073,0.0049,0.0023,-0.0116,0.0008,-0.0018
18-09-2015,-0.0041,-0.0144,-0.0099,-0.0297,-0.0131,-0.0210,-0.0131,-0.0296,-0.0237,-0.0245
21-09-2015,0.0155,0.0104,-0.0005,0.0042,0.0000,0.0045,0.0055,0.0133,0.0127,0.0136
22-09-2015,-0.0157,-0.0134,-0.0149,-0.0067,-0.0157,-0.0108,-0.0089,-0.0198,-0.0067,-0.0140
23-09-2015,0.0081,-0.0011,-0.0173,-0.0206,0.0056,-0.0146,-0.0090,-0.0017,0.0032,-0.0053
24-09-2015,0.0059,-0.0124,-0.0146,-0.0627,0.0051,0.0101,-0.0094,-0.0139,0.0015,0.0052
25-09-2015,-0.0025,0.0055,0.0097,-0.0125,0.0242,0.0105,-0.0032,0.0165,0.0034,0.0070
28-09-2015,-0.0198,-0.0234,-0.0220,-0.0183,-0.0140,-0.0248,-0.0180,-0.0379,-0.0226,-0.0199
29-09-2015,-0.0301,-0.0033,0.0048,0.0082,-0.0008,0.0063,0.0094,-0.0067,-0.0104,-0.0004
30-09-2015,0.0114,0.0141,0.0171,0.0163,0.0238,0.0345,0.0280,0.0111,0.0229,0.0175
01-10-2015,-0.0065,-0.0032,-0.0026,-0.0148,-0.0198,-0.0068,0.0046,0.0130,0.0133,-0.0095
02-10-2015,0.0073,0.0070,0.0149,0.0203,0.0012,0.0410,0.0032,0.0056,0.0067,0.0069
05-10-2015,0.0036,0.0388,0.0110,0.0530,0.0423,0.0304,0.0083,0.0208,0.0118,0.0308
06-10-2015,0.0048,-0.0050,0.0046,0.0237,0.0142,0.0352,-0.0008,-0.0021,-0.0044,-0.0017
07-10-2015,-0.0048,0.0035,0.0178,-0.0062,0.0114,0.0130,-0.0037,0.0106,0.0082,0.0088
08-10-2015,-0.0116,0.0000,0.0147,0.0207,0.0134,0.0203,0.0118,-0.0064,0.0118,0.0146
09-10-2015,0.0239,0.0019,0.0047,-0.0075,0.0000,-0.0038,0.0091,-0.0104,0.0022,0.0007
12-10-2015,-0.0046,-0.0003,0.0070,-0.0112,0.0018,-0.0093,0.0075,0.0058,0.0047,-0.0082
13-10-2015,0.0017,-0.0092,-0.0028,-0.0047,-0.0039,-0.0041,0.0023,0.0041,-0.0024,-0.0101
14-10-2015,-0.0141,-0.0056,-0.0433,0.0077,-0.0011,0.0156,-0.0081,-0.0081,-0.0110,0.0026
15-10-2015,0.0150,0.0075,0.0236,0.0017,0.0119,0.0107,0.0204,0.0304,0.0128,0.0005
16-10-2015,-0.0073,0.0061,0.0015,-0.0162,0.0036,0.0063,0.0032,0.0012,0.0076,0.0020
19-10-2015,0.0062,-0.0027,0.0060,-0.0059,0.0000,-0.0138,0.0114,0.0030,0.0029,-0.0078
20-10-2015,0.0183,-0.0006,0.0033,0.0144,0.0088,-0.0004,0.0034,-0.0012,-0.0020,-0.0575
21-10-2015,-0.0001,-0.0057,0.0166,-0.0085,-0.0077,-0.0073,0.0023,-0.0313,0.0037,0.0020
22-10-2015,0.0153,-0.0524,0.0363,0.0174,0.0258,0.0256,0.0287,0.0215,0.0086,0.0225
23-10-2015,0.0310,0.0288,0.0027,0.0123,0.0117,-0.0041,-0.0014,0.0106,0.0020,0.0041
26-10-2015,-0.0319,-0.0054,0.0000,-0.0032,-0.0136,-0.0271,0.0038,0.0081,0.0032,-0.0071
27-10-2015,-0.0063,-0.0024,0.0120,-0.0158,0.0035,-0.0121,0.0022,-0.0037,-0.0043,-0.0404
28-10-2015,0.0412,0.0059,-0.0039,0.0224,0.0107,0.0238,0.0050,0.0269,-0.0052,0.0215
29-10-2015,0.0106,-0.0031,-0.0047,0.0000,-0.0075,0.0011,0.0061,-0.0075,-0.0015,-0.0020
30-10-2015,-0.0085,-0.0129,0.0060,0.0142,-0.0100,0.0110,-0.0113,-0.0126,0.0001,-0.0033
02-11-2015,0.0141,0.0093,0.0022,0.0185,-0.0028,0.0449,0.0114,0.0116,0.0062,0.0021
03-11-2015,0.0115,0.0012,-0.0021,0.0055,-0.0056,0.0335,0.0043,0.0053,0.0100,0.0108
04-11-2015,-0.0047,0.0005,0.0007,-0.0027,-0.0049,-0.0140,-0.0198,0.0050,-0.0022,-0.0018
05-11-2015,-0.0089,-0.0019,-0.0015,-0.0044,-0.0014,-0.0229,-0.0022,0.0019,0.0027,-0.0123
06-11-2015,0.0012,0.0050,-0.0002,-0.0051,0.0007,-0.0055,0.0236,0.0372,0.0021,-0.0117
09-11-2015,-0.0040,-0.0118,-0.0132,-0.0264,-0.0095,-0.0182,0.0065,-0.0121,-0.0117,-0.0213
10-11-2015,-0.0315,-0.0007,-0.0057,0.0075,-0.0071,0.0099,0.0086,0.0053,0.0061,0.0012
11-11-2015,-0.0057,-0.0063,-0.0011,-0.0072,-0.0057,-0.0112,-0.0077,-0.0021,-0.0044,-0.0033
12-11-2015,-0.0034,-0.0128,-0.0169,-0.0452,0.0004,-0.0253,-0.0027,-0.0234,-0.0072,-0.0147
13-11-2015,-0.0292,-0.0108,0.0004,0.0141,-0.0582,-0.0131,-0.0118,-0.0123,-0.0308,-0.0097
16-11-2015,0.0163,0.0065,0.0128,0.0109,0.0221,0.0312,0.0094,0.0093,0.0070,0.0149
17-11-2015,-0.0042,-0.0077,0.0115,-0.0142,0.0007,-0.0046,0.0018,-0.0083,0.0442,0.0008
18-11-2015,0.0317,0.0146,0.0151,0.0134,0.0116,0.0130,0.0173,0.0162,0.0029,0.0149
19-11-2015,0.0127,0.0082,0.0065,-0.0043,0.0092,-0.0150,0.0048,-0.0033,0.0025,0.0068
20-11-2015,0.0044,-0.0044,0.0011,0.0160,0.0073,-0.0200,0.0115,-0.0081,0.0264,0.0129
23-11-2015,-0.0130,-0.0025,-0.0071,-0.0017,-0.0051,0.0112,-0.0054,-0.0119,0.0176,-0.0003
24-11-2015,0.0096,-0.0084,0.0021,0.0054,-0.0058,0.0149,-0.0123,-0.0027,0.0083,0.0010
25-11-2015,-0.0072,0.0008,-0.0082,0.0013,-0.0011,-0.0053,0.0061,0.0025,0.0079,-0.0043
27-11-2015,-0.0019,0.0022,-0.0033,-0.0038,0.0029,-0.0055,-0.0298,0.0070,0.0007,0.0033
30-11-2015,0.0042,-0.0029,-0.0102,0.0201,-0.0026,0.0105,-0.0144,-0.0024,-0.0064,0.0069
01-12-2015,-0.0081,0.0078,0.0157,-0.0150,0.0117,0.0127,0.0169,0.0161,0.0041,0.0133
02-12-2015,-0.0090,-0.0139,-0.0053,-0.0074,-0.0047,-0.0241,-0.0120,-0.0146,-0.0046,-0.0112
03-12-2015,-0.0093,-0.0110,-0.0095,-0.0196,-0.0179,-0.0155,-0.0185,-0.0266,-0.0215,-0.0056
04-12-2015,0.0332,0.0097,0.0202,0.0049,0.0197,0.0097,0.0210,0.0259,0.0275,0.0109
07-12-2015,-0.0063,-0.0069,-0.0003,-0.0231,0.0004,-0.0271,-0.0036,-0.0237,-0.0045,-0.0063
08-12-2015,-0.0004,-0.0099,-0.0233,-0.0266,-0.0124,-0.0096,-0.0119,-0.0139,-0.0007,-0.0107
09-12-2015,-0.0221,-0.0007,-0.0052,-0.0095,-0.0155,0.0134,-0.0090,-0.0121,-0.0145,-0.0104
10-12-2015,0.0048,0.0036,0.0150,0.0071,0.0015,0.0194,-0.0064,0.0077,0.0049,0.0012
11-12-2015,-0.0257,-0.0178,-0.0122,-0.0143,-0.0228,-0.0320,-0.0246,-0.0305,-0.0158,-0.0162
14-12-2015,-0.0062,-0.0004,-0.0112,0.0105,0.0126,0.0334,0.0121,-0.0009,0.0120,0.0101
15-12-2015,-0.0177,0.0192,0.0247,0.0095,0.0136,0.0384,0.0257,0.0318,-0.0055,0.0137
16-12-2015,0.0077,0.0080,0.0108,0.0145,0.0143,0.0073,0.0145,0.0231,0.0123,0.0109
17-12-2015,-0.0212,-0.0161,-0.0172,-0.0416,-0.0189,-0.0310,-0.0156,-0.0193,-0.0117,-0.0182
18-12-2015,-0.0271,-0.0244,-0.0411,0.0032,-0.0168,-0.0081,-0.0383,-0.0390,-0.0081,-0.0135
21-12-2015,0.0123,0.0078,0.0095,0.0020,0.0139,-0.0063,-0.0105,0.0129,0.0078,0.0044
22-12-2015,-0.0009,0.0066,0.0105,0.0486,0.0096,0.0115,0.0014,0.0129,0.0043,0.0179
23-12-2015,0.0129,0.0163,0.0118,0.0216,0.0190,0.0392,-0.0111,0.0161,0.0093,0.0044
24-12-2015,-0.0053,0.0027,-0.0037,-0.0073,-0.0007,-0.0188,0.0028,-0.0026,-0.0016,-0.0021
28-12-2015,-0.0112,-0.0057,0.0070,-0.0115,-0.0026,-0.0184,0.0131,-0.0047,-0.0017,-0.0046
29-12-2015,0.0180,0.0113,0.0194,0.0089,0.0168,0.0098,-0.0016,0.0105,0.0077,0.0158
30-12-2015,-0.0131,-0.0055,-0.0064,-0.0072,-0.0086,-0.0127,-0.0069,-0.0083,-0.0026,-0.0031
31-12-2015,-0.0192,-0.0087,-0.0124,-0.0106,-0.0136,-0.0014,-0.0118,-0.0098,-0.0082,-0.0123
04-01-2016,0.0009,-0.0282,-0.0283,0.0004,-0.0274,-0.0123,-0.0200,-0.0171,-0.0089,-0.0121
05-01-2016,-0.0251,-0.0154,0.0041,-0.0104,-0.0045,0.0086,-0.0202,-0.0172,-0.0049,-0.0007
06-01-2016,-0.0196,-0.0320,-0.0159,-0.0158,-0.0107,-0.0395,-0.0054,-0.0244,-0.0104,-0.0050
07-01-2016,-0.0422,-0.0090,-0.0419,-0.0344,-0.0231,-0.0354,-0.0086,-0.0307,-0.0285,-0.0171
08-01-2016,0.0053,-0.0033,-0.0227,-0.0102,-0.0248,-0.0107,-0.0025,-0.0041,-0.0120,-0.0093
11-01-2016,0.0162,0.0066,0.0017,-0.0288,0.0198,-0.0166,0.0068,0.0109,0.0152,0.0122
12-01-2016,0.0145,0.0055,0.0131,0.0021,0.0032,0.0171,0.0154,-0.0001,0.0136,-0.0025
13-01-2016,-0.0257,-0.0241,-0.0288,-0.0115,-0.0296,-0.0100,-0.0294,-0.0406,-0.0478,-0.0130
14-01-2016,0.0219,0.0070,0.0084,0.0227,0.0024,0.0509,0.0064,0.0151,-0.0147,0.0133
15-01-2016,-0.0240,-0.0060,-0.0276,-0.0385,-0.0422,-0.0211,-0.0526,-0.0358,-0.0033,-0.0217
19-01-2016,-0.0048,-0.0043,0.0034,-0.0140,0.0097,-0.0258,0.0007,0.0078,0.0044,-0.0148
20-01-2016,0.0013,0.0062,-0.0311,-0.0037,-0.0398,-0.0310,-0.0152,-0.0196,-0.0276,-0.0488
21-01-2016,-0.0051,-0.0062,0.0103,0.0150,0.0000,0.0262,0.0160,-0.0137,0.0323,0.0086
22-01-2016,0.0532,-0.1210,0.0098,0.0216,0.0205,0.0307,0.0306,0.0344,0.0211,-0.0033
25-01-2016,-0.0195,-0.0007,-0.0048,-0.0503,-0.0086,-0.0317,-0.0166,-0.0366,-0.0086,-0.0034
26-01-2016,0.0055,0.0013,0.0323,0.0216,0.0237,0.0399,0.0103,0.0220,0.0040,0.0042
27-01-2016,-0.0657,-0.0103,-0.0893,-0.0142,-0.0122,-0.0099,-0.0203,-0.0047,-0.0052,-0.0133
28-01-2016,0.0072,-0.0301,0.0123,0.0473,-0.0139,0.0316,-0.0084,0.0217,0.0058,0.0104
29-01-2016,0.0345,0.0117,0.0180,0.0190,0.0296,0.0064,0.0245,0.0287,0.0285,0.0210
01-02-2016,-0.0093,0.0224,0.0119,0.0074,-0.0130,-0.0136,-0.0070,-0.0118,0.0060,0.0003
02-02-2016,-0.0202,-0.0190,-0.0332,-0.0324,-0.0277,-0.0475,-0.0213,-0.0498,-0.0098,-0.0151
03-02-2016,0.0198,0.0084,0.0370,0.0429,0.0118,0.0416,0.0217,0.0065,-0.0118,0.0145
04-02-2016,0.0026,0.0050,0.0143,0.0425,0.0190,0.0020,0.0030,0.0250,-0.0216,0.0235
05-02-2016,-0.0267,-0.0074,-0.0085,0.0024,-0.0276,-0.0225,-0.0160,-0.0001,-0.0386,0.0072
08-02-2016,0.0105,-0.0293,-0.0252,-0.0233,0.0017,0.0375,-0.0190,-0.0461,-0.0393,-0.0124
09-02-2016,-0.0002,0.0044,-0.0049,-0.0101,-0.0122,-0.0357,0.0022,-0.0067,0.0180,-0.0229
10-02-2016,-0.0076,-0.0065,-0.0212,-0.0280,-0.0062,0.0014,-0.0376,-0.0069,0.0041,-0.0313
11-02-2016,-0.0060,-0.0226,-0.0681,-0.0117,0.0964,-0.0006,0.0164,-0.0444,-0.0093,-0.0195
12-02-2016,0.0031,0.0303,0.0018,0.0283,0.0174,0.0294,0.0093,0.0387,0.0269,0.0271
16-02-2016,0.0282,0.0099,0.0365,0.0326,0.0291,-0.0073,0.0193,0.0198,0.0267,0.0140
17-02-2016,0.0153,0.0081,0.0332,0.0314,0.0240,0.0413,0.0279,0.0129,0.0149,0.0274
18-02-2016,-0.0190,0.0101,0.0106,-0.0169,-0.0011,-0.0179,-0.0035,-0.0213,-0.0102,0.0504
19-02-2016,-0.0023,0.0103,-0.0205,-0.0106,0.0045,-0.0027,-0.0017,-0.0056,0.0143,0.0048
22-02-2016,0.0087,0.0168,0.0194,0.0289,0.0030,0.0268,0.0143,0.0128,0.0095,0.0052
23-02-2016,-0.0226,-0.0093,-0.0042,-0.0227,-0.0192,-0.0440,-0.0103,-0.0261,0.0137,-0.0102
24-02-2016,0.0149,-0.0085,-0.0112,0.0015,0.0077,0.0042,0.0005,0.0045,0.0087,0.0030
25-02-2016,0.0069,0.0137,0.0106,0.0090,0.0106,0.0004,0.0023,0.0185,0.0100,0.0128
26-02-2016,0.0016,-0.0002,0.0115,0.0060,-0.0071,-0.0111,-0.0036,0.0135,-0.0047,-0.0184
29-02-2016,-0.0023,0.0036,0.0002,0.0124,-0.0087,-0.0108,0.0022,-0.0048,-0.0169,-0.0076
01-03-2016,0.0397,0.0220,0.0151,0.0205,0.0248,0.0322,0.0223,0.0342,0.0127,0.0255
02-03-2016,0.0022,0.0056,-0.0026,0.0042,0.0026,0.0117,-0.0067,-0.0029,-0.0009,0.0144
03-03-2016,0.0074,0.0170,-0.0003,0.0342,-0.0011,0.0045,0.0188,0.0073,0.0096,0.0110
04-03-2016,0.0149,0.0034,0.0122,0.0152,-0.0026,0.0046,-0.0034,0.0097,-0.0098,0.0000
07-03-2016,-0.0111,0.0122,0.0151,0.0265,0.0127,0.0312,0.0092,-0.0095,0.0049,0.0171
08-03-2016,-0.0082,0.0073,-0.0045,-0.0407,-0.0033,-0.0213,-0.0158,-0.0241,0.0044,-0.0077
09-03-2016,0.0009,-0.0064,0.0042,0.0020,0.0207,0.0460,-0.0016,-0.0111,-0.0054,0.0096
10-03-2016,0.0005,-0.0051,0.0007,-0.0071,-0.0083,0.0121,-0.0063,0.0074,-0.0011,-0.0016
11-03-2016,0.0108,0.0121,0.0137,0.0202,0.0175,0.0068,0.0093,0.0193,0.0204,0.0155
14-03-2016,0.0025,0.0018,0.0137,-0.0010,-0.0057,-0.0034,0.0089,-0.0029,0.0030,0.0030
15-03-2016,0.0201,-0.0057,0.0002,-0.0040,-0.0014,0.0001,-0.0058,-0.0095,0.0068,0.0013
16-03-2016,0.0133,0.0079,0.0096,0.0262,0.0080,0.0120,0.0020,-0.0098,0.0057,0.0128
17-03-2016,-0.0016,0.0064,0.0245,0.0210,0.0111,0.0156,0.0118,0.0157,0.0033,0.0155
18-03-2016,0.0011,0.0190,0.0249,-0.0057,0.0050,0.0083,-0.0040,0.0307,0.0036,0.0003
21-03-2016,-0.0001,-0.0002,0.0142,0.0056,-0.0049,-0.0128,-0.0075,-0.0083,-0.0026,0.0105
22-03-2016,0.0076,-0.0098,-0.0054,-0.0045,0.0032,-0.0097,-0.0089,-0.0134,-0.0032,-0.0036
23-03-2016,-0.0055,0.0003,-0.0167,-0.0248,-0.0159,-0.0200,-0.0077,-0.0008,-0.0028,-0.0182
24-03-2016,-0.0043,-0.0026,-0.0056,0.0219,0.0047,0.0135,0.0040,-0.0070,0.0018,0.0175
28-03-2016,-0.0045,-0.0031,-0.0063,0.0004,-0.0021,-0.0018,0.0089,0.0055,0.0048,0.0030
29-03-2016,0.0237,0.0053,-0.0031,0.0092,0.0072,0.0068,0.0007,0.0077,0.0106,0.0063
30-03-2016,0.0175,-0.0051,-0.0176,0.0066,0.0128,-0.0007,0.0076,0.0095,0.0072,-0.0062
31-03-2016,-0.0052,0.0184,-0.0128,0.0004,0.0004,0.0016,0.0040,0.0031,0.0001,0.0205
01-04-2016,0.0092,-0.0049,0.0002,0.0033,0.0077,-0.0119,-0.0024,0.0181,0.0106,0.0071
04-04-2016,0.0103,-0.0079,-0.0049,-0.0139,-0.0192,-0.0088,-0.0039,-0.0128,0.0000,-0.0030
05-04-2016,-0.0118,-0.0071,0.0055,-0.0063,-0.0199,-0.0081,-0.0170,-0.0153,-0.0020,-0.0136
06-04-2016,0.0105,-0.0052,0.0071,-0.0003,0.0152,0.0234,0.0049,-0.0010,0.0064,0.0001
07-04-2016,-0.0218,-0.0170,-0.0073,-0.0140,-0.0143,-0.0005,-0.0135,-0.0308,-0.0116,-0.0118
08-04-2016,0.0011,0.0109,0.0069,0.0024,0.0033,0.0162,0.0027,-0.0009,-0.0019,0.0074
11-04-2016,0.0033,0.0050,0.0002,0.0038,-0.0025,-0.0113,-0.0016,0.0128,-0.0046,-0.0007
12-04-2016,0.0130,0.0147,0.0122,0.0197,0.0007,0.0238,0.0112,0.0139,0.0103,0.0025
13-04-2016,0.0145,0.0244,0.0129,0.0398,0.0213,0.0009,0.0219,0.0359,-0.0040,0.0107
14-04-2016,0.0005,0.0056,-0.0022,-0.0010,0.0007,0.0039,-0.0085,0.0066,0.0040,-0.0005
15-04-2016,-0.0201,-0.0059,0.0021,0.0015,-0.0124,-0.0077,-0.0004,-0.0149,0.0048,0.0037
18-04-2016,-0.0216,0.0072,0.0064,0.0010,0.0104,0.0151,0.0293,0.0032,0.0133,0.0053
19-04-2016,-0.0053,0.0157,0.0054,0.0144,0.0050,0.0182,0.0114,0.0228,-0.0099,-0.0559
20-04-2016,0.0021,0.0228,-0.0159,-0.0081,0.0039,0.0118,0.0061,0.0266,-0.0018,0.0147
21-04-2016,-0.0108,0.0091,0.0013,-0.0135,-0.0070,-0.0029,-0.0035,-0.0099,-0.0044,0.0218
22-04-2016,-0.0027,0.0049,0.0024,-0.0043,-0.0032,0.0060,0.0084,0.0086,0.0079,-0.0054
25-04-2016,-0.0057,-0.0035,-0.0023,-0.0195,0.0028,-0.0049,0.0077,-0.0100,-0.0001,0.0021
26-04-2016,-0.0069,0.0076,0.0190,0.0112,0.0078,0.0077,0.0031,0.0045,-0.0023,0.0018
27-04-2016,-0.0626,0.0005,0.0288,0.0133,0.0067,0.0153,0.0037,0.0065,0.0030,0.0093
28-04-2016,-0.0306,-0.0059,-0.0166,-0.0118,-0.0237,-0.0140,-0.0119,-0.0158,-0.0222,-0.0226
29-04-2016,-0.0115,-0.0062,0.0000,-0.0004,-0.0168,-0.0021,-0.0074,-0.0011,0.0087,-0.0077
02-05-2016,-0.0011,0.0038,-0.0059,0.0015,-0.0044,0.0111,0.0107,0.0126,0.0161,-0.0046
03-05-2016,0.0164,-0.0126,-0.0113,-0.0190,-0.0186,-0.0193,-0.0056,-0.0183,-0.0111,-0.0078
04-05-2016,-0.0104,-0.0091,-0.0121,-0.0278,-0.0156,-0.0072,-0.0011,-0.0188,0.0046,0.0008
05-05-2016,-0.0101,-0.0053,0.0091,-0.0195,-0.0087,0.0083,0.0122,-0.0034,-0.0036,0.0154
06-05-2016,-0.0056,0.0092,0.0089,0.0078,0.0122,0.0043,0.0058,-0.0043,0.0076,0.0056
09-05-2016,0.0008,-0.0082,-0.0087,-0.0352,-0.0008,-0.0148,-0.0019,-0.0084,0.0040,0.0003
10-05-2016,0.0068,0.0134,0.0198,0.0244,0.0196,0.0092,0.0120,0.0248,0.0093,0.0178
11-05-2016,-0.0097,-0.0039,-0.0128,-0.0011,-0.0122,-0.0013,-0.0404,-0.0124,-0.0233,-0.0068
12-05-2016,-0.0235,-0.0039,0.0107,-0.0101,-0.0011,0.0097,-0.0057,-0.0085,-0.0008,-0.0007
13-05-2016,0.0020,-0.0034,-0.0171,-0.0227,-0.0052,-0.0135,-0.0117,-0.0173,-0.0079,-0.0075
16-05-2016,0.0371,-0.0008,0.0153,0.0090,0.0166,0.0154,-0.0016,0.0003,0.0166,0.0118
17-05-2016,-0.0042,-0.0204,-0.0118,0.0050,-0.0119,-0.0151,-0.0042,-0.0047,-0.0247,-0.0098
18-05-2016,0.0114,0.0121,-0.0118,-0.0065,0.0026,-0.0068,-0.0094,0.0342,-0.0017,-0.0045
19-05-2016,-0.0038,-0.0123,-0.0222,-0.0164,0.0318,-0.0021,-0.0060,-0.0328,-0.0003,-0.0164
20-05-2016,0.0108,0.0188,-0.0054,0.0063,0.0145,-0.0006,0.0139,-0.0012,0.0009,0.0160
23-05-2016,0.0127,-0.0052,0.0015,0.0076,-0.0011,-0.0041,-0.0060,0.0061,-0.0033,-0.0033
24-05-2016,0.0152,0.0201,-0.0006,0.0098,0.0190,0.0082,0.0033,0.0138,0.0148,0.0105
25-05-2016,0.0176,0.0068,0.0107,0.0208,0.0158,0.0158,0.0035,0.0232,-0.0012,0.0228
26-05-2016,0.0079,-0.0012,0.0035,-0.0068,-0.0007,-0.0027,-0.0005,-0.0126,0.0064,0.0049
27-05-2016,-0.0006,0.0044,-0.0007,-0.0017,0.0007,0.0051,0.0048,0.0019,-0.0008,0.0026
31-05-2016,-0.0049,0.0037,-0.0238,0.0076,0.0045,-0.0100,-0.0107,-0.0003,-0.0136,0.0059
01-06-2016,-0.0140,0.0023,0.0021,-0.0033,-0.0052,0.0013,-0.0071,0.0031,-0.0022,-0.0080
02-06-2016,-0.0075,0.0076,0.0035,0.0187,0.0062,-0.0059,0.0020,-0.0043,0.0044,0.0065
03-06-2016,0.0020,-0.0139,0.0042,0.0193,0.0017,0.0013,0.0003,-0.0227,-0.0051,-0.0040
06-06-2016,0.0073,0.0069,0.0355,0.0184,-0.0010,0.0051,0.0003,0.0089,-0.0194,-0.0010
07-06-2016,0.0041,-0.0008,0.0002,0.0051,-0.0010,0.0213,-0.0044,-0.0120,0.0057,0.0039
08-06-2016,-0.0009,0.0056,0.0081,0.0169,0.0024,-0.0022,-0.0032,-0.0034,-0.0025,0.0044
09-06-2016,0.0072,-0.0083,0.0008,-0.0122,0.0000,-0.0027,-0.0020,-0.0095,-0.0022,-0.0038
10-06-2016,-0.0082,-0.0113,-0.0147,-0.0146,-0.0038,-0.0081,-0.0051,-0.0214,-0.0036,-0.0068
13-06-2016,-0.0151,-0.0200,-0.0093,-0.0105,-0.0065,0.0012,0.0024,-0.0084,-0.0078,-0.0072
14-06-2016,0.0012,-0.0408,0.0045,-0.0049,0.0042,-0.0080,0.0085,-0.0164,-0.0203,-0.0015
15-06-2016,-0.0033,0.0057,-0.0026,0.0028,-0.0107,-0.0064,-0.0013,-0.0002,0.0103,-0.0025
16-06-2016,0.0042,0.0083,-0.0061,-0.0011,0.0077,0.0044,0.0011,0.0032,0.0066,0.0025
17-06-2016,-0.0228,-0.0011,0.0035,0.0125,0.0028,0.0049,0.0063,-0.0068,-0.0017,0.0062
20-06-2016,-0.0024,0.0071,0.0226,0.0066,-0.0052,0.0102,0.0058,0.0145,0.0038,0.0107
21-06-2016,0.0085,-0.0002,-0.0093,0.0008,-0.0010,0.0061,-0.0075,0.0041,0.0009,0.0029
22-06-2016,-0.0038,-0.0055,0.0019,-0.0008,-0.0017,-0.0092,-0.0003,-0.0014,-0.0011,-0.0073
23-06-2016,0.0058,0.0210,0.0135,0.0234,0.0174,0.0210,0.0023,0.0305,0.0054,0.0159
24-06-2016,-0.0281,-0.0504,-0.0526,-0.0664,-0.0503,-0.0243,-0.0333,-0.0707,-0.0147,-0.0564
27-06-2016,-0.0146,-0.0398,-0.0302,-0.0226,-0.0159,-0.0151,-0.0140,-0.0166,-0.0137,-0.0211
28-06-2016,0.0168,0.0040,0.0097,0.0160,0.0176,0.0127,0.0177,0.0208,0.0229,0.0153
29-06-2016,0.0087,0.0299,0.0250,0.0236,0.0169,0.0176,0.0097,0.0217,-0.0013,0.0189
30-06-2016,0.0127,0.0190,0.0227,0.0213,0.0152,0.0136,0.0087,0.0212,0.0025,0.0224
01-07-2016,0.0030,-0.0012,-0.0014,0.0084,0.0038,-0.0065,0.0021,-0.0022,0.0151,0.0038
05-07-2016,-0.0094,-0.0254,-0.0210,-0.0271,-0.0163,-0.0056,-0.0038,-0.0256,-0.0021,-0.0044
06-07-2016,0.0057,0.0056,-0.0001,0.0061,0.0138,0.0098,0.0081,0.0078,0.0172,0.0045
07-07-2016,0.0043,0.0055,0.0017,0.0029,0.0007,-0.0146,-0.0004,0.0098,-0.0031,0.0015
08-07-2016,0.0077,0.0281,0.0230,0.0309,0.0181,0.0167,0.0123,0.0230,0.0242,0.0122
11-07-2016,0.0031,0.0109,0.0150,0.0056,0.0058,0.0059,0.0036,0.0120,0.0060,0.0056
12-07-2016,0.0045,0.0135,-0.0093,0.0257,0.0061,0.0132,0.0022,0.0311,-0.0023,0.0110
13-07-2016,-0.0056,0.0016,-0.0054,-0.0014,0.0047,-0.0012,-0.0032,0.0064,-0.0095,0.0062
14-07-2016,0.0198,0.0081,0.0111,0.0046,0.0003,0.0005,0.0009,0.0293,0.0073,0.0143
15-07-2016,-0.0001,0.0027,0.0064,0.0080,0.0020,0.0031,-0.0017,-0.0055,0.0018,-0.0031
18-07-2016,0.0106,0.0033,0.0079,-0.0109,0.0030,-0.0088,0.0035,0.0105,0.0116,0.0005
19-07-2016,0.0004,0.0027,0.0092,-0.0010,0.0003,-0.0005,-0.0068,-0.0118,0.0047,-0.0018
20-07-2016,0.0009,0.0050,0.0004,-0.0006,0.0237,-0.0042,-0.0126,0.0022,0.0031,0.0112
