Date,AAPL,APX,BA,CAT,CSCO,CVX,DIS,GS,HD,IBM
07-10-2014,-0.0087,-0.0193,-0.0233,-0.0337,-0.0150,-0.0175,-0.0164,-0.0196,-0.0085,-0.0176
08-10-2014,0.0208,0.0241,0.0135,0.0206,0.0010,0.0166,0.0115,0.0155,0.0175,0.0197
09-10-2014,0.0022,-0.0174,-0.0178,-0.0326,-0.0191,-0.0292,-0.0272,-0.0288,-0.0108,-0.0155
10-10-2014,-0.0029,-0.0105,-0.0103,-0.0040,-0.0351,-0.0054,0.0065,-0.0049,-0.0056,-0.0026
13-10-2014,-0.0091,-0.0260,-0.0086,-0.0156,-0.0176,-0.0163,-0.0274,-0.0089,-0.0211,-0.0130
14-10-2014,-0.0106,-0.0005,0.0153,0.0122,0.0055,-0.0201,0.0027,-0.0004,-0.0055,0.0015
15-10-2014,-0.0123,-0.0219,-0.0172,-0.0023,-0.0041,-0.0046,-0.0245,-0.0082,-0.0250,-0.0112
16-10-2014,-0.0131,-0.0085,0.0008,0.0070,-0.0061,0.0164,-0.0041,-0.0263,0.0117,-0.0105
17-10-2014,0.0146,0.0292,0.0245,0.0194,0.0188,0.0067,0.0256,0.0251,0.0153,0.0123
20-10-2014,0.0214,0.0173,0.0087,-0.0107,-0.0138,-0.0028,0.0202,0.0053,0.0178,-0.0711
21-10-2014,0.0272,0.0194,0.0226,0.0198,0.0253,0.0323,0.0236,0.0132,0.0256,-0.0347
22-10-2014,0.0051,-0.0196,-0.0446,-0.0138,-0.0106,-0.0095,-0.0050,-0.0186,-0.0091,-0.0088
23-10-2014,0.0179,0.0197,0.0048,0.0497,0.0131,0.0192,0.0102,0.0183,0.0156,0.0024
24-10-2014,0.0037,0.0092,0.0017,0.0017,0.0091,-0.0024,0.0070,0.0183,0.0020,-0.0006
27-10-2014,-0.0010,0.0027,-0.0010,-0.0091,-0.0008,-0.0077,-0.0018,0.0031,0.0051,-0.0013
28-10-2014,0.0155,0.0159,0.0122,0.0266,0.0128,0.0183,0.0167,0.0131,0.0117,0.0107
29-10-2014,0.0056,0.0037,-0.0043,-0.0096,0.0015,0.0001,-0.0044,-0.0013,-0.0018,-0.0009
30-10-2014,-0.0034,0.0045,0.0060,-0.0003,-0.0008,0.0005,0.0077,0.0048,0.0114,0.0054
31-10-2014,0.0095,0.0136,0.0088,0.0125,0.0162,0.0235,0.0129,0.0162,0.0000,0.0003
03-11-2014,0.0130,0.0100,0.0090,-0.0117,0.0045,-0.0264,0.0036,0.0044,-0.0147,-0.0002
04-11-2014,-0.0073,0.0058,-0.0015,-0.0161,0.0122,-0.0121,-0.0148,-0.0029,-0.0014,-0.0104
05-11-2014,0.0024,0.0114,-0.0129,0.0081,0.0109,0.0146,0.0072,-0.0023,-0.0019,-0.0051
06-11-2014,-0.0015,-0.0091,0.0029,0.0151,0.0044,0.0126,0.0110,0.0061,0.0158,-0.0022
07-11-2014,0.0029,0.0074,-0.0010,0.0084,0.0028,0.0023,-0.0217,-0.0015,0.0037,0.0038
10-11-2014,-0.0017,0.0015,0.0015,0.0044,-0.0071,-0.0074,-0.0024,0.0057,0.0052,0.0088
11-11-2014,0.0080,-0.0071,0.0058,0.0031,0.0000,0.0044,0.0022,0.0004,-0.0002,-0.0012
12-11-2014,0.0141,-0.0021,0.0041,0.0045,-0.0016,-0.0067,-0.0009,-0.0089,0.0036,-0.0085
13-11-2014,0.0141,-0.0052,0.0211,-0.0183,0.0227,-0.0102,0.0066,0.0003,0.0052,0.0054
14-11-2014,0.0121,-0.0044,0.0026,0.0023,0.0249,-0.0011,0.0034,-0.0014,-0.0077,0.0084
17-11-2014,-0.0017,-0.0060,-0.0034,0.0036,0.0055,-0.0049,-0.0043,-0.0003,-0.0021,0.0000
18-11-2014,0.0130,0.0050,0.0174,0.0033,0.0049,-0.0024,-0.0014,-0.0015,-0.0209,-0.0138
19-11-2014,-0.0069,-0.0009,0.0073,-0.0073,-0.0002,0.0087,-0.0051,-0.0024,0.0075,-0.0028
20-11-2014,0.0143,0.0013,0.0007,0.0078,0.0083,0.0072,-0.0102,0.0030,0.0090,-0.0049
21-11-2014,0.0014,-0.0025,0.0082,0.0427,0.0026,0.0108,0.0007,-0.0008,0.0073,0.0017
24-11-2014,0.0185,0.0072,0.0138,-0.0046,0.0056,-0.0083,0.0182,0.0025,0.0012,0.0076
25-11-2014,-0.0086,0.0040,0.0015,0.0026,0.0092,-0.0122,0.0118,-0.0064,-0.0141,-0.0024
26-11-2014,0.0119,0.0005,-0.0002,-0.0042,0.0053,-0.0090,0.0029,-0.0018,0.0071,0.0012
28-11-2014,-0.0006,0.0106,-0.0031,-0.0491,0.0078,-0.0542,0.0064,-0.0006,0.0174,0.0014
01-12-2014,-0.0325,-0.0030,-0.0147,-0.0159,-0.0018,0.0263,0.0021,-0.0011,-0.0052,-0.0039
02-12-2014,-0.0038,0.0093,-0.0008,0.0052,0.0083,0.0205,0.0083,0.0106,-0.0073,0.0070
03-12-2014,0.0113,-0.0188,-0.0023,0.0067,0.0047,-0.0027,-0.0039,0.0040,0.0044,0.0114
04-12-2014,-0.0038,0.0064,-0.0049,-0.0051,-0.0064,-0.0126,0.0013,0.0052,0.0037,-0.0029
05-12-2014,-0.0042,0.0089,0.0068,-0.0089,-0.0097,-0.0126,0.0057,0.0182,0.0070,-0.0048
08-12-2014,-0.0226,0.0098,-0.0146,-0.0357,-0.0098,-0.0367,0.0004,0.0060,0.0079,-0.0086
09-12-2014,0.0153,-0.0021,-0.0048,0.0021,0.0070,0.0020,-0.0092,0.0014,-0.0079,0.0070
10-12-2014,-0.0190,-0.0065,-0.0387,-0.0255,-0.0201,-0.0201,-0.0141,-0.0248,-0.0070,-0.0152
11-12-2014,-0.0029,0.0041,-0.0102,-0.0035,0.0045,0.0005,0.0013,0.0080,0.0134,0.0035
12-12-2014,-0.0169,-0.0229,-0.0211,-0.0236,-0.0050,-0.0241,-0.0028,-0.0244,-0.0049,-0.0353
15-12-2014,-0.0137,-0.0105,0.0108,-0.0083,-0.0065,-0.0148,-0.0064,-0.0174,0.0027,-0.0149
16-12-2014,-0.0137,-0.0200,0.0178,-0.0046,-0.0036,0.0083,-0.0080,-0.0120,-0.0299,-0.0108
17-12-2014,0.0250,0.0249,0.0065,0.0046,0.0085,0.0425,0.0134,0.0094,0.0194,0.0034
18-12-2014,0.0296,0.0302,0.0049,0.0216,0.0313,0.0284,0.0135,0.0356,0.0175,0.0378
19-12-2014,-0.0077,-0.0029,0.0045,0.0002,0.0043,0.0358,0.0030,0.0087,0.0125,0.0053
22-12-2014,0.0104,0.0078,0.0158,0.0067,0.0162,-0.0080,0.0141,0.0060,0.0154,0.0185
23-12-2014,-0.0035,0.0021,0.0141,0.0128,0.0011,0.0171,0.0052,0.0055,0.0025,0.0050
24-12-2014,-0.0047,0.0028,0.0093,0.0024,0.0018,-0.0042,-0.0029,0.0020,-0.0019,-0.0026
26-12-2014,0.0177,0.0022,0.0030,0.0054,0.0018,-0.0019,0.0065,-0.0022,0.0018,0.0032
29-12-2014,-0.0007,-0.0002,0.0050,-0.0055,0.0039,0.0006,0.0049,0.0038,0.0075,-0.0113
30-12-2014,-0.0122,0.0000,-0.0035,-0.0120,-0.0035,-0.0019,-0.0084,-0.0024,-0.0025,-0.0029
31-12-2014,-0.0190,-0.0130,-0.0140,-0.0114,-0.0192,-0.0082,-0.0054,-0.0096,0.0067,0.0024
02-01-2015,-0.0095,-0.0002,-0.0002,0.0038,-0.0074,0.0036,-0.0047,0.0030,-0.0147,0.0101
05-01-2015,-0.0282,-0.0264,-0.0069,-0.0528,-0.0199,-0.0400,-0.0146,-0.0312,-0.0210,-0.0157
06-01-2015,0.0001,-0.0213,-0.0118,-0.0064,-0.0004,-0.0005,-0.0053,-0.0202,-0.0031,-0.0216
07-01-2015,0.0140,0.0188,0.0155,0.0155,0.0092,-0.0008,0.0102,0.0149,0.0343,-0.0065
08-01-2015,0.0384,0.0142,0.0177,0.0102,0.0077,0.0229,0.0103,0.0160,0.0221,0.0217
09-01-2015,0.0011,-0.0127,-0.0020,-0.0119,0.0102,-0.0199,0.0049,-0.0153,-0.0171,0.0044
12-01-2015,-0.0246,-0.0102,-0.0051,-0.0087,0.0094,-0.0215,0.0022,-0.0122,-0.0045,-0.0168
13-01-2015,0.0089,-0.0030,0.0023,-0.0060,0.0016,-0.0159,0.0077,-0.0008,-0.0066,0.0024
14-01-2015,-0.0038,-0.0242,-0.0060,-0.0035,-0.0062,-0.0029,-0.0101,-0.0254,-0.0105,-0.0064
15-01-2015,-0.0271,-0.0137,-0.0018,-0.0203,-0.0183,-0.0118,0.0013,-0.0097,-0.0159,-0.0079
16-01-2015,-0.0078,0.0019,0.0049,-0.0055,0.0099,0.0239,0.0088,-0.0071,0.0308,0.0166
20-01-2015,0.0258,0.0142,0.0034,0.0013,0.0141,0.0128,-0.0046,-0.0090,-0.0084,-0.0012
21-01-2015,0.0076,0.0047,0.0091,0.0167,-0.0082,0.0159,-0.0060,0.0087,0.0027,-0.0310
22-01-2015,0.0260,-0.0376,0.0244,0.0170,0.0237,0.0070,0.0104,0.0276,0.0245,0.0217
23-01-2015,0.0052,-0.0028,-0.0075,-0.0139,-0.0102,-0.0190,-0.0045,-0.0085,-0.0066,0.0031
26-01-2015,0.0011,-0.0099,-0.0041,0.0049,-0.0085,0.0190,0.0026,-0.0004,0.0094,0.0031
27-01-2015,-0.0350,-0.0108,-0.0119,-0.0718,-0.0383,-0.0057,-0.0105,-0.0218,-0.0113,-0.0172
28-01-2015,0.0565,-0.0081,0.0540,0.0020,-0.0035,-0.0420,-0.0138,-0.0195,-0.0040,-0.0138
29-01-2015,0.0311,0.0033,0.0583,-0.0001,0.0155,-0.0068,0.0059,0.0170,0.0275,0.0259
30-01-2015,-0.0146,-0.0160,-0.0163,-0.0004,-0.0314,-0.0046,-0.0242,-0.0203,-0.0297,-0.0140
02-02-2015,0.0125,0.0178,0.0061,0.0109,0.0176,0.0344,0.0107,0.0179,0.0001,0.0088
03-02-2015,0.0002,0.0195,0.0074,0.0381,0.0108,0.0327,0.0236,0.0271,0.0269,0.0246
04-02-2015,0.0077,-0.0014,-0.0008,-0.0235,-0.0159,-0.0108,0.0763,-0.0081,0.0109,-0.0095
05-02-2015,0.0032,0.0134,0.0094,0.0198,0.0214,0.0089,0.0134,0.0111,0.0054,0.0061
06-02-2015,-0.0084,0.0033,-0.0040,-0.0043,-0.0007,0.0027,-0.0060,0.0147,0.0005,-0.0075
09-02-2015,0.0066,-0.0004,-0.0028,0.0175,-0.0044,0.0075,-0.0028,-0.0066,-0.0064,-0.0062
10-02-2015,0.0192,0.0101,0.0031,-0.0091,0.0136,-0.0023,0.0019,0.0128,0.0215,0.0180
11-02-2015,0.0234,0.0020,-0.0008,-0.0058,-0.0204,-0.0018,-0.0005,0.0167,-0.0033,-0.0023
12-02-2015,0.0127,-0.0643,0.0011,0.0014,0.0939,0.0080,0.0168,0.0114,0.0168,0.0020
13-02-2015,0.0049,-0.0298,0.0111,0.0192,-0.0010,0.0173,0.0057,-0.0041,-0.0024,0.0119
17-02-2015,0.0059,0.0128,0.0013,0.0029,-0.0041,-0.0034,-0.0005,0.0054,0.0010,0.0035
18-02-2015,0.0069,0.0089,0.0083,-0.0068,0.0061,-0.0174,-0.0025,-0.0071,-0.0001,0.0076
19-02-2015,-0.0021,-0.0173,0.0171,-0.0177,-0.0061,-0.0189,0.0003,0.0023,-0.0094,0.0105
20-02-2015,0.0081,0.0182,0.0297,0.0137,0.0102,0.0023,0.0064,0.0127,0.0117,-0.0015
23-02-2015,0.0271,0.0059,-0.0226,-0.0113,0.0007,-0.0068,0.0042,-0.0063,0.0004,-0.0045
24-02-2015,-0.0062,0.0070,-0.0023,0.0121,0.0000,0.0009,-0.0030,0.0100,0.0398,0.0118
25-02-2015,-0.0256,0.0162,-0.0089,0.0077,-0.0047,0.0057,0.0086,-0.0026,-0.0038,-0.0123
26-02-2015,0.0126,0.0131,-0.0084,-0.0159,0.0142,-0.0140,-0.0096,0.0025,-0.0080,-0.0119
27-02-2015,-0.0150,-0.0199,-0.0058,-0.0107,-0.0134,-0.0035,-0.0046,-0.0125,-0.0055,0.0067
02-03-2015,0.0049,0.0054,0.0196,0.0012,0.0230,-0.0073,0.0174,0.0105,0.0119,-0.0090
03-03-2015,0.0021,-0.0015,0.0115,-0.0019,-0.0215,-0.0070,0.0043,-0.0027,-0.0004,0.0034
04-03-2015,-0.0063,-0.0156,-0.0078,-0.0134,-0.0071,0.0000,-0.0073,-0.0084,-0.0113,-0.0100
05-03-2015,-0.0166,0.0064,0.0008,-0.0027,-0.0010,-0.0041,-0.0051,0.0022,0.0100,0.0110
06-03-2015,0.0015,-0.0104,-0.0087,-0.0178,-0.0128,-0.0113,-0.0115,-0.0167,-0.0126,-0.0166
09-03-2015,0.0043,0.0025,0.0106,0.0094,0.0150,0.0039,0.0139,0.0055,0.0070,0.0143
10-03-2015,-0.0207,-0.0174,-0.0151,-0.0111,-0.0238,-0.0100,-0.0206,-0.0278,-0.0233,-0.0184
11-03-2015,-0.0182,0.0043,-0.0082,-0.0026,-0.0140,0.0061,-0.0019,0.0080,0.0045,-0.0064
12-03-2015,0.0181,0.0266,0.0058,0.0061,-0.0007,-0.0108,0.0416,0.0313,0.0268,0.0075
13-03-2015,-0.0069,-0.0118,-0.0031,-0.0120,-0.0106,-0.0078,-0.0068,-0.0032,-0.0110,-0.0234
16-03-2015,0.0110,0.0112,0.0139,0.0093,0.0129,0.0149,0.0087,0.0135,0.0146,0.0181
17-03-2015,0.0167,-0.0054,0.0055,-0.0190,-0.0053,0.0004,-0.0038,-0.0069,-0.0079,-0.0008
18-03-2015,0.0113,0.0099,0.0079,0.0367,0.0000,0.0342,0.0094,0.0092,0.0043,0.0182
19-03-2015,-0.0076,-0.0039,-0.0104,-0.0152,0.0039,-0.0183,-0.0056,-0.0122,-0.0079,0.0000
20-03-2015,-0.0125,0.0142,0.0025,0.0137,0.0064,0.0218,0.0099,0.0166,0.0202,0.0192
23-03-2015,0.0104,-0.0060,-0.0109,-0.0012,-0.0012,-0.0104,-0.0019,-0.0061,-0.0121,0.0107
24-03-2015,-0.0041,-0.0101,-0.0076,-0.0075,-0.0143,-0.0162,-0.0103,-0.0035,0.0007,-0.0099
25-03-2015,-0.0261,-0.0155,-0.0226,-0.0077,-0.0193,0.0141,-0.0197,-0.0205,-0.0213,-0.0233
26-03-2015,0.0070,-0.0203,-0.0004,0.0003,-0.0135,-0.0040,0.0023,-0.0006,-0.0115,0.0087
27-03-2015,-0.0080,-0.0065,0.0046,-0.0026,0.0015,-0.0092,0.0023,0.0044,0.0133,-0.0012
30-03-2015,0.0253,0.0010,0.0259,0.0213,0.0192,0.0251,0.0061,0.0157,0.0068,0.0142
31-03-2015,-0.0154,0.0009,-0.0172,-0.0165,-0.0045,-0.0180,-0.0116,-0.0160,-0.0089,-0.0133
01-04-2015,-0.0014,0.0104,-0.0096,-0.0049,-0.0100,-0.0018,0.0052,0.0227,-0.0042,-0.0082
02-04-2015,0.0086,0.0098,0.0043,0.0075,-0.0044,0.0047,0.0053,-0.0035,0.0125,0.0080
06-04-2015,0.0162,-0.0009,0.0111,0.0156,0.0033,0.0156,-0.0035,0.0026,0.0036,0.0099
07-04-2015,-0.0105,-0.0163,0.0092,-0.0117,0.0062,0.0152,-0.0019,0.0018,-0.0057,0.0002
08-04-2015,-0.0033,0.0046,0.0068,-0.0012,0.0058,-0.0173,0.0088,0.0009,0.0113,-0.0014
09-04-2015,0.0076,0.0060,0.0004,0.0030,0.0027,0.0027,0.0039,0.0121,-0.0088,0.0030
10-04-2015,0.0043,0.0054,0.0063,0.0238,0.0150,-0.0004,0.0017,0.0038,0.0058,0.0032
13-04-2015,-0.0020,-0.0040,-0.0074,-0.0056,-0.0021,-0.0038,-0.0041,-0.0003,-0.0069,-0.0029
14-04-2015,-0.0043,0.0028,-0.0002,0.0105,-0.0061,0.0220,0.0014,0.0109,-0.0034,-0.0005
15-04-2015,0.0038,0.0033,-0.0051,0.0260,0.0158,0.0144,0.0030,0.0171,-0.0053,0.0113
16-04-2015,-0.0048,0.0145,-0.0030,-0.0096,0.0124,-0.0023,0.0105,-0.0044,-0.0007,-0.0061
17-04-2015,-0.0113,-0.0444,-0.0156,-0.0126,-0.0240,-0.0095,-0.0130,-0.0143,-0.0112,-0.0151
20-04-2015,0.0228,-0.0012,0.0205,0.0159,0.0202,0.0108,0.0143,0.0038,0.0068,0.0342
21-04-2015,-0.0054,0.0006,0.0043,-0.0080,0.0074,-0.0051,-0.0050,-0.0064,0.0027,-0.0114
22-04-2015,0.0135,0.0150,-0.0140,0.0113,-0.0024,-0.0021,0.0024,0.0075,-0.0016,0.0067
23-04-2015,0.0082,-0.0037,-0.0087,-0.0009,0.0019,0.0043,0.0098,0.0050,0.0086,0.0295
24-04-2015,0.0047,-0.0020,-0.0098,-0.0022,0.0051,-0.0009,0.0049,-0.0066,-0.0023,-0.0027
27-04-2015,0.0182,-0.0064,-0.0040,0.0086,0.0024,-0.0015,0.0058,-0.0074,-0.0203,0.0056
28-04-2015,-0.0158,0.0000,-0.0020,0.0102,0.0149,0.0129,-0.0022,0.0049,-0.0073,0.0187
29-04-2015,-0.0147,-0.0043,-0.0092,0.0151,-0.0092,0.0055,-0.0010,0.0054,-0.0169,0.0028
30-04-2015,-0.0271,0.0038,-0.0192,-0.0071,-0.0076,-0.0060,-0.0099,-0.0108,-0.0159,-0.0178
01-05-2015,0.0304,0.0030,0.0093,0.0056,0.0104,-0.0182,0.0166,0.0057,0.0240,0.0139
04-05-2015,-0.0019,0.0077,-0.0045,-0.0008,0.0014,-0.0066,0.0046,0.0090,0.0047,0.0017
05-05-2015,-0.0225,-0.0056,-0.0077,-0.0034,-0.0096,-0.0030,-0.0020,-0.0101,-0.0182,-0.0051
06-05-2015,-0.0063,0.0001,-0.0131,-0.0001,0.0028,-0.0005,-0.0098,-0.0053,0.0023,-0.0175
07-05-2015,0.0020,0.0075,0.0032,-0.0064,-0.0057,-0.0035,-0.0042,0.0058,0.0160,0.0055
08-05-2015,0.0188,0.0070,0.0281,0.0102,0.0148,0.0100,0.0078,0.0158,0.0221,0.0099
11-05-2015,-0.0102,0.0091,0.0030,0.0167,-0.0007,-0.0119,-0.0137,0.0061,-0.0051,-0.0090
12-05-2015,-0.0036,-0.0078,-0.0032,-0.0069,0.0007,0.0019,0.0059,-0.0059,0.0055,-0.0033
13-05-2015,0.0012,0.0099,0.0013,0.0032,0.0041,0.0013,-0.0005,0.0045,-0.0118,0.0101
14-05-2015,0.0233,0.0111,0.0161,0.0034,-0.0102,0.0070,0.0068,0.0059,0.0067,0.0103
15-05-2015,-0.0014,-0.0066,-0.0073,-0.0035,0.0172,-0.0039,0.0034,0.0017,0.0126,-0.0045
18-05-2015,0.0110,-0.0006,-0.0012,-0.0016,0.0071,-0.0128,0.0003,0.0083,0.0086,-0.0012
19-05-2015,-0.0009,0.0148,0.0023,-0.0119,-0.0008,-0.0153,0.0021,0.0036,-0.0174,0.0024
20-05-2015,-0.0001,-0.0049,-0.0043,0.0079,-0.0039,0.0022,-0.0033,-0.0016,-0.0021,0.0016
21-05-2015,0.0102,-0.0025,0.0064,0.0159,-0.0064,0.0023,0.0017,-0.0006,-0.0008,-0.0024
22-05-2015,0.0088,0.0061,-0.0172,-0.0078,-0.0058,-0.0057,-0.0012,0.0139,0.0013,-0.0065
26-05-2015,-0.0220,-0.0130,-0.0139,-0.0089,-0.0106,-0.0153,-0.0074,-0.0068,-0.0110,-0.0121
27-05-2015,0.0187,-0.0010,0.0014,0.0009,0.0124,-0.0017,0.0085,0.0130,0.0111,0.0110
28-05-2015,-0.0020,-0.0002,-0.0047,-0.0217,0.0014,0.0013,0.0014,-0.0028,0.0003,-0.0017
29-05-2015,-0.0114,-0.0046,-0.0127,-0.0080,-0.0014,-0.0023,-0.0014,-0.0110,-0.0069,-0.0120
01-06-2015,0.0020,-0.0031,0.0052,0.0025,-0.0044,-0.0036,0.0053,0.0079,0.0022,0.0031
02-06-2015,-0.0044,0.0065,0.0142,0.0075,-0.0034,-0.0005,-0.0019,-0.0066,-0.0007,-0.0031
03-06-2015,0.0012,0.0076,0.0039,0.0007,0.0003,-0.0040,0.0038,0.0090,0.0141,0.0016
04-06-2015,-0.0058,-0.0154,-0.0182,-0.0088,-0.0165,-0.0076,-0.0078,0.0028,-0.0150,-0.0091
05-06-2015,-0.0055,0.0004,-0.0033,0.0068,-0.0010,0.0020,0.0000,0.0076,-0.0098,-0.0058
08-06-2015,-0.0066,-0.0073,-0.0006,0.0012,-0.0107,-0.0115,-0.0092,-0.0031,-0.0040,-0.0123
09-06-2015,-0.0030,0.0046,-0.0038,0.0067,-0.0012,0.0000,-0.0070,-0.0037,-0.0036,0.0021
10-06-2015,0.0115,0.0129,0.0108,0.0202,0.0149,0.0140,0.0136,0.0197,0.0132,0.0196
11-06-2015,-0.0023,0.0014,0.0095,-0.0035,0.0070,-0.0070,0.0056,0.0038,0.0028,-0.0008
12-06-2015,-0.0110,-0.0096,-0.0011,-0.0036,-0.0111,-0.0124,-0.0061,-0.0041,-0.0062,-0.0106
15-06-2015,-0.0020,-0.0035,-0.0036,-0.0082,-0.0021,-0.0058,0.0021,-0.0061,-0.0053,-0.0044
16-06-2015,0.0054,0.0014,0.0004,-0.0062,0.0081,0.0076,0.0080,0.0085,0.0020,0.0035
17-06-2015,-0.0024,0.0121,0.0077,0.0076,0.0077,-0.0028,0.0039,-0.0029,0.0022,0.0020
18-06-2015,0.0046,0.0056,0.0136,0.0022,0.0097,0.0049,0.0155,0.0078,0.0125,0.0065
19-06-2015,-0.0100,-0.0072,-0.0017,0.0009,-0.0062,-0.0078,-0.0053,-0.0066,0.0052,-0.0075
22-06-2015,0.0080,0.0132,0.0039,0.0086,-0.0031,0.0082,0.0081,0.0156,0.0057,0.0044
23-06-2015,-0.0045,0.0014,-0.0087,0.0020,-0.0054,-0.0020,0.0078,0.0087,0.0010,0.0053
24-06-2015,0.0085,-0.0076,-0.0099,-0.0032,-0.0096,-0.0082,-0.0056,-0.0182,-0.0073,-0.0098
25-06-2015,-0.0048,-0.0107,-0.0038,-0.0164,-0.0039,-0.0094,0.0060,-0.0075,-0.0010,-0.0053
26-06-2015,-0.0059,0.0000,0.0002,0.0012,-0.0042,0.0026,0.0047,0.0016,0.0032,-0.0037
29-06-2015,-0.0175,-0.0260,-0.0263,-0.0175,-0.0262,-0.0194,-0.0169,-0.0259,-0.0183,-0.0150
30-06-2015,0.0072,-0.0010,-0.0001,-0.0056,-0.0029,-0.0023,0.0096,0.0055,0.0053,-0.0019
01-07-2015,0.0094,0.0087,0.0145,-0.0103,-0.0040,-0.0039,0.0087,0.0055,0.0085,0.0113
02-07-2015,-0.0013,-0.0024,-0.0037,0.0051,-0.0007,-0.0023,-0.0014,-0.0035,-0.0052,0.0036
06-07-2015,-0.0035,-0.0079,0.0022,-0.0146,-0.0040,-0.0115,0.0063,-0.0055,-0.0015,-0.0022
07-07-2015,-0.0025,-0.0005,0.0187,0.0101,0.0051,0.0053,0.0121,0.0008,0.0097,0.0016
08-07-2015,-0.0248,-0.0209,-0.0086,-0.0205,-0.0135,-0.0179,-0.0163,-0.0199,-0.0125,-0.0112
09-07-2015,-0.0204,0.0054,0.0062,-0.0070,-0.0030,0.0024,0.0036,0.0037,0.0034,0.0042
10-07-2015,0.0267,0.0127,0.0118,0.0056,0.0137,0.0067,0.0073,0.0116,0.0154,0.0189
13-07-2015,0.0193,0.0158,0.0148,0.0181,0.0187,0.0020,0.0138,0.0141,0.0159,0.0146
14-07-2015,-0.0004,0.0056,0.0077,0.0098,0.0086,0.0100,-0.0017,0.0097,0.0040,-0.0045
15-07-2015,0.0096,-0.0054,-0.0058,-0.0036,0.0029,-0.0137,0.0038,0.0038,0.0019,-0.0005
16-07-2015,0.0133,0.0048,0.0109,-0.0048,0.0075,0.0025,0.0065,-0.0084,-0.0074,0.0147
17-07-2015,0.0086,0.0038,-0.0111,-0.0072,-0.0049,-0.0141,-0.0018,0.0061,-0.0023,0.0088
20-07-2015,0.0189,0.0010,-0.0008,-0.0109,-0.0053,-0.0023,0.0061,-0.0003,-0.0093,0.0041
21-07-2015,-0.0100,-0.0044,-0.0117,-0.0004,-0.0068,0.0103,-0.0023,-0.0042,0.0040,-0.0586
22-07-2015,-0.0423,0.0005,0.0101,-0.0299,-0.0111,-0.0042,0.0002,0.0083,0.0091,-0.0167
23-07-2015,-0.0005,-0.0251,-0.0025,-0.0361,0.0174,-0.0061,-0.0044,-0.0103,-0.0027,0.0086
24-07-2015,-0.0053,-0.0144,-0.0140,-0.0101,0.0139,-0.0252,0.0009,-0.0175,-0.0087,-0.0122
27-07-2015,-0.0139,-0.0129,-0.0210,-0.0102,-0.0067,-0.0161,-0.0056,-0.0112,-0.0046,-0.0043
28-07-2015,0.0050,0.0025,0.0055,0.0327,0.0000,0.0366,0.0018,0.0060,0.0157,0.0062
29-07-2015,-0.0032,0.0079,0.0164,-0.0058,0.0067,0.0092,0.0116,0.0029,0.0133,0.0065
30-07-2015,-0.0050,0.0055,-0.0078,0.0132,-0.0035,-0.0024,0.0016,0.0017,0.0008,-0.0008
31-07-2015,-0.0087,-0.0008,0.0081,0.0036,0.0042,-0.0489,-0.0002,-0.0103,0.0049,0.0064
03-08-2015,-0.0236,-0.0011,-0.0033,-0.0174,-0.0021,-0.0325,0.0093,-0.0019,-0.0012,-0.0202
04-08-2015,-0.0321,-0.0034,-0.0010,-0.0085,-0.0116,-0.0046,0.0047,0.0023,0.0055,-0.0070
05-08-2015,0.0066,-0.0017,0.0098,0.0037,0.0086,-0.0138,-0.0917,0.0026,0.0040,0.0019
06-08-2015,-0.0023,-0.0078,-0.0078,0.0075,-0.0021,0.0138,-0.0179,-0.0030,-0.0122,-0.0100
07-08-2015,0.0034,0.0629,-0.0097,-0.0022,-0.0021,-0.0169,0.0074,-0.0080,0.0032,-0.0077
10-08-2015,0.0364,0.0193,0.0242,0.0371,0.0156,0.0256,0.0151,0.0124,0.0057,0.0105
11-08-2015,-0.0520,0.0010,-0.0124,-0.0264,-0.0199,-0.0013,-0.0270,-0.0207,0.0008,-0.0079
12-08-2015,0.0154,-0.0042,-0.0112,0.0113,-0.0043,0.0118,-0.0094,-0.0028,0.0000,0.0042
13-08-2015,-0.0008,-0.0030,0.0167,-0.0147,0.0287,-0.0108,0.0050,-0.0019,0.0113,-0.0070
14-08-2015,0.0070,0.0019,0.0019,0.0094,0.0115,0.0016,-0.0033,0.0064,0.0061,0.0044
17-08-2015,0.0103,0.0011,-0.0045,0.0006,-0.0071,-0.0321,0.0176,0.0027,-0.0004,0.0036
18-08-2015,-0.0056,0.0030,0.0011,0.0036,-0.0199,0.0025,-0.0193,-0.0069,0.0259,-0.0019
19-08-2015,-0.0128,-0.0036,-0.0130,-0.0179,-0.0159,-0.0303,-0.0046,-0.0011,-0.0003,-0.0133
20-08-2015,-0.0205,-0.0271,-0.0399,-0.0129,-0.0273,-0.0206,-0.0604,-0.0209,-0.0181,-0.0083
21-08-2015,-0.0612,-0.0220,-0.0388,-0.0185,-0.0211,-0.0439,-0.0118,-0.0458,-0.0363,-0.0250
24-08-2015,-0.0250,-0.0309,-0.0343,-0.0291,-0.0484,-0.0480,-0.0352,-0.0441,-0.0312,-0.0361
25-08-2015,0.0060,-0.0151,-0.0134,-0.0104,-0.0226,-0.0291,0.0056,-0.0069,-0.0140,-0.0175
26-08-2015,0.0574,0.0287,0.0307,0.0251,0.0431,0.0438,0.0348,0.0347,0.0447,0.0407
27-08-2015,0.0294,0.0165,0.0196,0.0242,0.0191,0.0623,0.0296,0.0261,0.0149,0.0125
